ID,APPLICATION_DATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
2851,12:00:00 AM,,,,,,,,
2852,12:56:14 AM,RESPONSE,,,,,,,
2852,12:25:05 AM,RISK,,,,,,,
2852,12:20:33 AM,APPROVED,PLASTIC,37,1200,42,,,
2852,12:39:07 AM,DELIVERED,,,,,,64000,0
2853,12:26:52 AM,RESPONSE,,,,,,,
2853,12:46:20 AM,RISK,,,,,,,
2853,12:49:43 AM,APPROVED,PLASTIC,46,24900,31,,,
2853,12:55:03 AM,DELIVERED,,,,,,64000,2
2853,12:24:07 AM,,,,,,647.8411033,,
2854,12:16:35 AM,RESPONSE,,,,,,,
2854,12:53:29 AM,RISK,,,,,,,
2854,12:44:06 AM,REJECTED,USAGE,,,,,,
2855,12:07:32 AM,RESPONSE,,,,,,,
2855,12:48:08 AM,RISK,,,,,,,
2855,12:05:27 AM,APPROVED,DIGITAL,47,1000,33,,,
2855,12:00:18 AM,,,,,,52.0177337,,
2855,12:41:45 AM,,,,,,536.1864684,,
2855,12:13:37 AM,,,,,,35.57115539,,
2856,12:00:00 AM,,,,,,,,
2857,12:00:16 AM,RESPONSE,,,,,,,
2857,12:04:14 AM,RISK,,,,,,,
2857,12:59:26 AM,APPROVED,DIGITAL,47,22600,47,,,
2858,12:02:59 AM,RESPONSE,,,,,,,
2858,12:26:12 AM,RISK,,,,,,,
2858,12:01:57 AM,REJECTED,EMPTY,,,,,,
2859,12:12:26 AM,RESPONSE,,,,,,,
2859,12:14:23 AM,RISK,,,,,,,
2859,12:08:43 AM,APPROVED,DIGITAL,30,46200,32,,,
2859,12:59:30 AM,,,,,,76.46175038,,
2859,12:48:03 AM,,,,,,362.5471815,,
2859,12:39:27 AM,,,,,,64.40793525,,
2859,12:09:50 AM,,,,,,133.8742395,,
2859,12:38:29 AM,,,,,,434.185396,,
2861,12:42:37 AM,RESPONSE,,,,,,,
2861,12:56:35 AM,RISK,,,,,,,
2861,12:40:41 AM,APPROVED,DIGITAL,49,300,42,,,
2861,12:58:43 AM,,,,,,13793.38861,,
2861,12:05:12 AM,,,,,,137.3222562,,
2861,12:06:56 AM,,,,,,383.0706685,,
2861,12:31:19 AM,,,,,,437.0082264,,
2865,12:29:58 AM,RESPONSE,,,,,,,
2865,12:47:47 AM,RISK,,,,,,,
2865,12:07:13 AM,APPROVED,PLASTIC,44,37600,48,,,
2865,12:07:02 AM,DELIVERED,,,,,,53100,2
2865,12:26:39 AM,,,,,,4903.873882,,
2865,12:43:29 AM,,,,,,1105.241004,,
2865,12:56:33 AM,,,,,,45.19185192,,
2867,12:34:46 AM,RESPONSE,,,,,,,
2867,12:04:52 AM,RISK,,,,,,,
2867,12:18:31 AM,REJECTED,EMPTY,,,,,,
2868,12:33:52 AM,RESPONSE,,,,,,,
2868,12:13:58 AM,RISK,,,,,,,
2868,12:32:09 AM,REJECTED,USAGE,,,,,,
2869,12:55:41 AM,RESPONSE,,,,,,,
2869,12:03:44 AM,RISK,,,,,,,
2869,12:42:46 AM,REJECTED,INCOME,,,,,,
2870,12:01:58 AM,RESPONSE,,,,,,,
2870,12:49:00 AM,RISK,,,,,,,
2870,12:17:47 AM,REJECTED,MOP,,,,,,
2871,12:43:14 AM,RESPONSE,,,,,,,
2871,12:50:52 AM,RISK,,,,,,,
2871,12:22:02 AM,REJECTED,MOP,,,,,,
2872,12:46:20 AM,RESPONSE,,,,,,,
2872,12:20:20 AM,RISK,,,,,,,
2872,12:11:35 AM,APPROVED,PLASTIC,36,22400,34,,,
2872,12:14:56 AM,DELIVERED,,,,,,44100,5
2872,12:24:34 AM,,,,,,166.5466941,,
2872,12:18:38 AM,,,,,,274.4516414,,
2873,12:00:00 AM,,,,,,,,
2874,12:00:00 AM,,,,,,,,
2875,12:42:41 AM,RESPONSE,,,,,,,
2875,12:15:45 AM,RISK,,,,,,,
2875,12:18:38 AM,REJECTED,MOP,,,,,,
2877,12:00:00 AM,,,,,,,,
2878,12:20:00 AM,RESPONSE,,,,,,,
2878,12:28:46 AM,RISK,,,,,,,
2878,12:40:43 AM,REJECTED,USAGE,,,,,,
2879,12:00:00 AM,,,,,,,,
2880,12:47:23 AM,RESPONSE,,,,,,,
2880,12:44:45 AM,RISK,,,,,,,
2880,12:13:54 AM,REJECTED,MOP,,,,,,
2881,12:31:06 AM,RESPONSE,,,,,,,
2881,12:33:42 AM,RISK,,,,,,,
2881,12:58:03 AM,APPROVED,DIGITAL,34,4500,31,,,
2882,12:00:00 AM,,,,,,,,
2883,12:37:30 AM,RESPONSE,,,,,,,
2883,12:19:23 AM,RISK,,,,,,,
2883,12:53:53 AM,APPROVED,PLASTIC,46,1500,39,,,
2883,12:02:19 AM,DELIVERED,,,,,,44100,2
2883,12:57:18 AM,,,,,,35.4542415,,
2883,12:56:21 AM,,,,,,75.75913673,,
2883,12:57:55 AM,,,,,,349.6551543,,
2883,12:31:23 AM,,,,,,4.188353632,,
2884,12:40:23 AM,RESPONSE,,,,,,,
2884,12:12:56 AM,RISK,,,,,,,
2884,12:57:38 AM,APPROVED,PLASTIC,30,1900,33,,,
2884,12:06:52 AM,DELIVERED,,,,,,44620,3
2886,12:07:33 AM,RESPONSE,,,,,,,
2886,12:41:06 AM,RISK,,,,,,,
2886,12:17:01 AM,REJECTED,USAGE,,,,,,
2889,12:00:00 AM,,,,,,,,
2890,12:06:51 AM,RESPONSE,,,,,,,
2890,12:32:10 AM,RISK,,,,,,,
2890,12:28:54 AM,APPROVED,PLASTIC,45,1500,37,,,
2890,12:34:40 AM,DELIVERED,,,,,,53100,2
2890,12:20:32 AM,,,,,,4926.971109,,
2890,12:16:49 AM,,,,,,49.19662244,,
2890,12:51:18 AM,,,,,,647.5997703,,
2890,12:27:49 AM,,,,,,412.9634564,,
2890,12:01:10 AM,,,,,,25.58274376,,
2891,12:00:00 AM,,,,,,,,
2892,12:18:03 AM,RESPONSE,,,,,,,
2892,12:43:36 AM,RISK,,,,,,,
2892,12:05:13 AM,APPROVED,PLASTIC,32,7700,48,,,
2892,12:39:57 AM,DELIVERED,,,,,,44100,1
2892,12:26:42 AM,,,,,,657.6805226,,
2892,12:15:47 AM,,,,,,141.1334332,,
2895,12:34:30 AM,RESPONSE,,,,,,,
2895,12:15:08 AM,RISK,,,,,,,
2895,12:06:22 AM,REJECTED,USAGE,,,,,,
2896,12:59:01 AM,RESPONSE,,,,,,,
2896,12:36:02 AM,RISK,,,,,,,
2896,12:25:38 AM,REJECTED,USAGE,,,,,,
2897,12:05:26 AM,RESPONSE,,,,,,,
2897,12:05:56 AM,RISK,,,,,,,
2897,12:53:52 AM,APPROVED,DIGITAL,30,1000,42,,,
2897,12:37:16 AM,,,,,,569.256373,,
2897,12:52:28 AM,,,,,,3701.069743,,
2897,12:07:54 AM,,,,,,1353.20724,,
2897,12:41:03 AM,,,,,,102.5335081,,
2897,12:38:07 AM,,,,,,11517.76921,,
2899,12:26:55 AM,RESPONSE,,,,,,,
2899,12:19:45 AM,RISK,,,,,,,
2899,12:24:03 AM,REJECTED,MOP,,,,,,
2901,12:00:00 AM,,,,,,,,
2903,12:25:39 AM,RESPONSE,,,,,,,
2903,12:19:59 AM,RISK,,,,,,,
2903,12:07:28 AM,APPROVED,PLASTIC,41,3100,48,,,
2903,12:47:06 AM,DELIVERED,,,,,,53100,2
2903,12:58:19 AM,,,,,,404.2528759,,
2903,12:45:06 AM,,,,,,36.94314353,,
2904,12:27:16 AM,RESPONSE,,,,,,,
2904,12:18:18 AM,RISK,,,,,,,
2904,12:57:55 AM,APPROVED,PLASTIC,41,1600,42,,,
2904,12:43:38 AM,DELIVERED,,,,,,44100,3
2904,12:32:16 AM,,,,,,1267.678544,,
2904,12:50:41 AM,,,,,,55.05305723,,
2904,12:51:17 AM,,,,,,85.00734577,,
2905,12:32:13 AM,RESPONSE,,,,,,,
2905,12:34:44 AM,RISK,,,,,,,
2905,12:07:51 AM,REJECTED,MOP,,,,,,
2906,12:00:00 AM,,,,,,,,
2907,12:51:48 AM,RESPONSE,,,,,,,
2907,12:10:55 AM,RISK,,,,,,,
2907,12:55:32 AM,REJECTED,MOP,,,,,,
2908,12:31:32 AM,RESPONSE,,,,,,,
2908,12:15:11 AM,RISK,,,,,,,
2908,12:29:01 AM,APPROVED,PLASTIC,35,72900,46,,,
2908,12:17:46 AM,DELIVERED,,,,,,11560,3
2908,12:47:56 AM,,,,,,246.543967,,
2909,12:34:50 AM,RESPONSE,,,,,,,
2909,12:57:04 AM,RISK,,,,,,,
2909,12:21:19 AM,APPROVED,PLASTIC,40,1200,35,,,
2909,12:23:37 AM,DELIVERED,,,,,,44100,2
2909,12:48:50 AM,,,,,,5.477087931,,
2910,12:00:00 AM,,,,,,,,
2913,12:00:35 AM,RESPONSE,,,,,,,
2913,12:50:15 AM,RISK,,,,,,,
2913,12:40:41 AM,REJECTED,EMPTY,,,,,,
2914,12:32:28 AM,RESPONSE,,,,,,,
2914,12:30:42 AM,RISK,,,,,,,
2914,12:13:52 AM,REJECTED,MOP,,,,,,
2917,12:29:29 AM,RESPONSE,,,,,,,
2917,12:54:26 AM,RISK,,,,,,,
2917,12:23:23 AM,REJECTED,USAGE,,,,,,
2919,12:00:00 AM,,,,,,,,
2920,12:10:37 AM,RESPONSE,,,,,,,
2920,12:50:38 AM,RISK,,,,,,,
2920,12:12:05 AM,REJECTED,INCOME,,,,,,
2922,12:36:35 AM,RESPONSE,,,,,,,
2922,12:13:06 AM,RISK,,,,,,,
2922,12:26:29 AM,REJECTED,INCOME,,,,,,
2923,12:41:56 AM,RESPONSE,,,,,,,
2923,12:22:51 AM,RISK,,,,,,,
2923,12:14:13 AM,APPROVED,DIGITAL,42,11000,30,,,
2923,12:24:56 AM,,,,,,576.0204435,,
2923,12:49:32 AM,,,,,,297.2916236,,
2923,12:04:38 AM,,,,,,256.251506,,
2923,12:56:35 AM,,,,,,765.0195819,,
2923,12:23:36 AM,,,,,,16706.55613,,
2924,12:00:00 AM,,,,,,,,
2925,12:00:00 AM,,,,,,,,
2926,12:08:47 AM,RESPONSE,,,,,,,
2926,12:44:36 AM,RISK,,,,,,,
2926,12:26:40 AM,APPROVED,DIGITAL,49,8300,43,,,
2926,12:44:00 AM,,,,,,224.7070776,,
2926,12:11:25 AM,,,,,,120.4100962,,
2926,12:33:07 AM,,,,,,11604.28757,,
2926,12:15:36 AM,,,,,,408.4313028,,
2927,12:38:46 AM,RESPONSE,,,,,,,
2927,12:06:50 AM,RISK,,,,,,,
2927,12:26:24 AM,APPROVED,PLASTIC,48,900,37,,,
2927,12:46:44 AM,DELIVERED,,,,,,53100,2
2927,12:47:38 AM,,,,,,3354.558319,,
2927,12:27:18 AM,,,,,,294.359905,,
2927,12:49:45 AM,,,,,,25.36755752,,
2928,12:38:09 AM,RESPONSE,,,,,,,
2928,12:30:53 AM,RISK,,,,,,,
2928,12:41:25 AM,REJECTED,USAGE,,,,,,
2929,12:31:40 AM,RESPONSE,,,,,,,
2929,12:38:53 AM,RISK,,,,,,,
2929,12:13:29 AM,REJECTED,USAGE,,,,,,
2930,12:19:04 AM,RESPONSE,,,,,,,
2930,12:20:04 AM,RISK,,,,,,,
2930,12:50:40 AM,REJECTED,MOP,,,,,,
2932,12:10:59 AM,RESPONSE,,,,,,,
2932,12:08:29 AM,RISK,,,,,,,
2932,12:22:56 AM,REJECTED,MOP,,,,,,
2933,12:12:36 AM,RESPONSE,,,,,,,
2933,12:05:29 AM,RISK,,,,,,,
2933,12:24:27 AM,APPROVED,DIGITAL,31,2300,49,,,
2933,12:27:30 AM,,,,,,96.30215864,,
2933,12:42:53 AM,,,,,,148.2407224,,
2933,12:52:00 AM,,,,,,2747.326136,,
2934,12:57:22 AM,RESPONSE,,,,,,,
2934,12:50:27 AM,RISK,,,,,,,
2934,12:16:12 AM,APPROVED,PLASTIC,44,2500,35,,,
2934,12:51:54 AM,DELIVERED,,,,,,53100,3
2935,12:55:03 AM,RESPONSE,,,,,,,
2935,12:22:37 AM,RISK,,,,,,,
2935,12:22:52 AM,REJECTED,MOP,,,,,,
2936,12:00:00 AM,,,,,,,,
2939,12:06:39 AM,RESPONSE,,,,,,,
2939,12:59:53 AM,RISK,,,,,,,
2939,12:31:55 AM,APPROVED,PLASTIC,31,11200,45,,,
2939,12:34:58 AM,DELIVERED,,,,,,64000,2
2939,12:23:23 AM,,,,,,331.3560773,,
2939,12:14:36 AM,,,,,,178.4615801,,
2940,12:27:24 AM,RESPONSE,,,,,,,
2940,12:21:47 AM,RISK,,,,,,,
2940,12:18:47 AM,APPROVED,PLASTIC,41,38500,42,,,
2940,12:06:42 AM,DELIVERED,,,,,,53100,1
2940,12:26:31 AM,,,,,,238.7192557,,
2940,12:15:20 AM,,,,,,109.775391,,
2940,12:06:56 AM,,,,,,41.62906497,,
2942,12:29:59 AM,RESPONSE,,,,,,,
2942,12:22:26 AM,RISK,,,,,,,
2942,12:43:31 AM,APPROVED,PLASTIC,47,46300,38,,,
2942,12:46:39 AM,DELIVERED,,,,,,11560,1
2942,12:45:39 AM,,,,,,659.5435809,,
2942,12:49:57 AM,,,,,,935.4088187,,
2942,12:21:03 AM,,,,,,171.3195264,,
2943,12:11:47 AM,RESPONSE,,,,,,,
2943,12:03:26 AM,RISK,,,,,,,
2943,12:14:26 AM,REJECTED,MOP,,,,,,
2944,12:18:54 AM,RESPONSE,,,,,,,
2944,12:59:53 AM,RISK,,,,,,,
2944,12:56:09 AM,APPROVED,PLASTIC,36,14400,42,,,
2944,12:19:32 AM,DELIVERED,,,,,,53100,1
2944,12:43:04 AM,,,,,,304.6291677,,
2944,12:01:36 AM,,,,,,42.03625019,,
2944,12:53:51 AM,,,,,,525.8616891,,
2944,12:22:00 AM,,,,,,349.8538569,,
2946,12:58:01 AM,RESPONSE,,,,,,,
2946,12:51:21 AM,RISK,,,,,,,
2946,12:57:01 AM,APPROVED,PLASTIC,41,32000,41,,,
2946,12:55:45 AM,DELIVERED,,,,,,53100,1
2946,12:57:10 AM,,,,,,1316.616039,,
2947,12:16:08 AM,RESPONSE,,,,,,,
2947,12:00:29 AM,RISK,,,,,,,
2947,12:43:35 AM,REJECTED,USAGE,,,,,,
2948,12:04:05 AM,RESPONSE,,,,,,,
2948,12:57:15 AM,RISK,,,,,,,
2948,12:19:05 AM,APPROVED,PLASTIC,31,19400,37,,,
2948,12:57:29 AM,DELIVERED,,,,,,44100,1
2948,12:17:49 AM,,,,,,88.84652765,,
2949,12:00:00 AM,,,,,,,,
2950,12:51:29 AM,RESPONSE,,,,,,,
2950,12:13:51 AM,RISK,,,,,,,
2950,12:49:10 AM,REJECTED,MOP,,,,,,
2952,12:12:46 AM,RESPONSE,,,,,,,
2952,12:51:51 AM,RISK,,,,,,,
2952,12:28:30 AM,APPROVED,PLASTIC,42,8600,42,,,
2952,12:41:28 AM,DELIVERED,,,,,,53100,2
2952,12:22:10 AM,,,,,,12.36235585,,
2952,12:13:49 AM,,,,,,2312.611559,,
2952,12:05:14 AM,,,,,,4682.49604,,
2952,12:37:43 AM,,,,,,164.2152178,,
2952,12:00:53 AM,,,,,,343.643064,,
2953,12:00:00 AM,,,,,,,,
2954,12:10:43 AM,RESPONSE,,,,,,,
2954,12:34:31 AM,RISK,,,,,,,
2954,12:25:06 AM,APPROVED,DIGITAL,34,31700,46,,,
2954,12:27:12 AM,,,,,,43.15943294,,
2954,12:36:15 AM,,,,,,22.91782532,,
2955,12:00:00 AM,,,,,,,,
2956,12:27:48 AM,RESPONSE,,,,,,,
2956,12:37:34 AM,RISK,,,,,,,
2956,12:59:14 AM,APPROVED,PLASTIC,44,1800,33,,,
2956,12:58:00 AM,DELIVERED,,,,,,44100,3
2956,12:19:47 AM,,,,,,1336.327859,,
2956,12:33:35 AM,,,,,,326.8846335,,
2956,12:40:29 AM,,,,,,38.46029934,,
2956,12:44:04 AM,,,,,,3116.766687,,
2956,12:42:31 AM,,,,,,48.48647526,,
2957,12:00:00 AM,,,,,,,,
2958,12:00:00 AM,,,,,,,,
2959,12:00:00 AM,,,,,,,,
2960,12:00:00 AM,,,,,,,,
2961,12:27:07 AM,RESPONSE,,,,,,,
2961,12:36:27 AM,RISK,,,,,,,
2961,12:29:14 AM,APPROVED,PLASTIC,49,5500,39,,,
2961,12:28:08 AM,DELIVERED,,,,,,44100,2
2961,12:49:04 AM,,,,,,12.76140741,,
2961,12:23:50 AM,,,,,,1438.610268,,
2961,12:45:00 AM,,,,,,591.0979399,,
2961,12:50:23 AM,,,,,,652.3137541,,
2961,12:26:06 AM,,,,,,67.10087779,,
2962,12:51:50 AM,RESPONSE,,,,,,,
2962,12:37:30 AM,RISK,,,,,,,
2962,12:46:05 AM,APPROVED,DIGITAL,45,9400,46,,,
2962,12:01:10 AM,,,,,,1727.701954,,
2962,12:08:01 AM,,,,,,7908.191255,,
2962,12:31:21 AM,,,,,,490.0536894,,
2965,12:00:00 AM,,,,,,,,
2966,12:10:06 AM,RESPONSE,,,,,,,
2966,12:07:40 AM,RISK,,,,,,,
2966,12:30:59 AM,APPROVED,PLASTIC,35,36000,41,,,
2966,12:27:30 AM,DELIVERED,,,,,,53100,1
2966,12:12:51 AM,,,,,,501.3880941,,
2966,12:25:41 AM,,,,,,55.69348629,,
2966,12:27:54 AM,,,,,,1574.229685,,
2966,12:46:13 AM,,,,,,136.0260896,,
2967,12:13:18 AM,RESPONSE,,,,,,,
2967,12:10:05 AM,RISK,,,,,,,
2967,12:38:59 AM,REJECTED,USAGE,,,,,,
2968,12:44:33 AM,RESPONSE,,,,,,,
2968,12:35:19 AM,RISK,,,,,,,
2968,12:56:57 AM,REJECTED,MOP,,,,,,
2969,12:44:18 AM,RESPONSE,,,,,,,
2969,12:23:39 AM,RISK,,,,,,,
2969,12:15:14 AM,APPROVED,DIGITAL,30,14700,34,,,
2971,12:26:10 AM,RESPONSE,,,,,,,
2971,12:18:15 AM,RISK,,,,,,,
2971,12:50:43 AM,APPROVED,PLASTIC,39,7200,42,,,
2971,12:54:01 AM,DELIVERED,,,,,,44620,3
2971,12:04:12 AM,,,,,,10080.79682,,
2972,12:33:02 AM,RESPONSE,,,,,,,
2972,12:33:53 AM,RISK,,,,,,,
2972,12:55:29 AM,APPROVED,DIGITAL,32,9300,32,,,
2972,12:02:23 AM,,,,,,14.46663874,,
2972,12:45:30 AM,,,,,,22092.14892,,
2972,12:07:07 AM,,,,,,22.03576457,,
2972,12:48:12 AM,,,,,,6313.023843,,
2972,12:19:03 AM,,,,,,2482.379788,,
2973,12:08:08 AM,RESPONSE,,,,,,,
2973,12:27:55 AM,RISK,,,,,,,
2973,12:16:19 AM,REJECTED,USAGE,,,,,,
2974,12:00:00 AM,,,,,,,,
2975,12:33:17 AM,RESPONSE,,,,,,,
2975,12:10:46 AM,RISK,,,,,,,
2975,12:52:46 AM,REJECTED,MOP,,,,,,
2978,12:30:04 AM,RESPONSE,,,,,,,
2978,12:07:49 AM,RISK,,,,,,,
2978,12:21:53 AM,REJECTED,EMPTY,,,,,,
2980,12:43:04 AM,RESPONSE,,,,,,,
2980,12:19:23 AM,RISK,,,,,,,
2980,12:41:13 AM,APPROVED,DIGITAL,47,11600,44,,,
2980,12:30:41 AM,,,,,,95.31188034,,
2980,12:08:36 AM,,,,,,9818.430934,,
2980,12:08:53 AM,,,,,,358.7643471,,
2980,12:22:29 AM,,,,,,1422.712003,,
2982,12:00:00 AM,,,,,,,,
2983,12:27:32 AM,RESPONSE,,,,,,,
2983,12:27:03 AM,RISK,,,,,,,
2983,12:22:40 AM,APPROVED,PLASTIC,36,57500,34,,,
2983,12:16:01 AM,DELIVERED,,,,,,44100,1
2983,12:59:57 AM,,,,,,1.692006309,,
2983,12:35:53 AM,,,,,,55.86865952,,
2984,12:53:55 AM,RESPONSE,,,,,,,
2984,12:34:42 AM,RISK,,,,,,,
2984,12:26:55 AM,APPROVED,PLASTIC,33,21400,43,,,
2984,12:02:13 AM,DELIVERED,,,,,,53100,0
2984,12:54:50 AM,,,,,,143.1778895,,
2984,12:05:40 AM,,,,,,414.0709724,,
2985,12:23:06 AM,RESPONSE,,,,,,,
2985,12:39:59 AM,RISK,,,,,,,
2985,12:05:17 AM,APPROVED,PLASTIC,48,2200,30,,,
2985,12:02:38 AM,DELIVERED,,,,,,53100,1
2985,12:08:32 AM,,,,,,827.326595,,
2985,12:33:38 AM,,,,,,4013.264634,,
2985,12:35:37 AM,,,,,,236.9755207,,
2985,12:42:13 AM,,,,,,4803.364268,,
2986,12:29:35 AM,RESPONSE,,,,,,,
2986,12:07:11 AM,RISK,,,,,,,
2986,12:56:19 AM,REJECTED,MOP,,,,,,
2987,12:53:56 AM,RESPONSE,,,,,,,
2987,12:37:58 AM,RISK,,,,,,,
2987,12:32:15 AM,REJECTED,MOP,,,,,,
2990,12:00:00 AM,,,,,,,,
2992,12:00:00 AM,,,,,,,,
2994,12:00:20 AM,RESPONSE,,,,,,,
2994,12:04:53 AM,RISK,,,,,,,
2994,12:11:36 AM,APPROVED,PLASTIC,30,19000,48,,,
2994,12:37:45 AM,DELIVERED,,,,,,44100,1
2996,12:58:24 AM,RESPONSE,,,,,,,
2996,12:58:31 AM,RISK,,,,,,,
2996,12:33:15 AM,REJECTED,USAGE,,,,,,
2997,12:48:24 AM,RESPONSE,,,,,,,
2997,12:04:13 AM,RISK,,,,,,,
2997,12:41:09 AM,REJECTED,EMPTY,,,,,,
2999,12:46:43 AM,RESPONSE,,,,,,,
2999,12:11:51 AM,RISK,,,,,,,
2999,12:55:48 AM,APPROVED,PLASTIC,36,16500,33,,,
2999,12:22:44 AM,DELIVERED,,,,,,11560,1
2999,12:59:01 AM,,,,,,2058.532935,,
2999,12:38:35 AM,,,,,,859.2952077,,
3000,12:14:39 AM,RESPONSE,,,,,,,
3000,12:50:09 AM,RISK,,,,,,,
3000,12:43:01 AM,APPROVED,PLASTIC,37,6000,35,,,
3000,12:12:43 AM,DELIVERED,,,,,,44620,4
3000,12:01:01 AM,,,,,,96.88482712,,
3000,12:36:56 AM,,,,,,52.60342173,,
3000,12:29:51 AM,,,,,,11.45411945,,
3000,12:13:46 AM,,,,,,4571.353071,,
3004,12:00:00 AM,,,,,,,,
3005,12:42:54 AM,RESPONSE,,,,,,,
3005,12:16:47 AM,RISK,,,,,,,
3005,12:14:28 AM,APPROVED,PLASTIC,39,11100,48,,,
3005,12:54:13 AM,DELIVERED,,,,,,11560,3
3005,12:53:11 AM,,,,,,314.3881643,,
3005,12:14:41 AM,,,,,,99.64844873,,
3005,12:58:47 AM,,,,,,8.208677575,,
3005,12:10:31 AM,,,,,,3683.561509,,
3005,12:10:52 AM,,,,,,161.9927943,,
3006,12:19:52 AM,RESPONSE,,,,,,,
3006,12:07:59 AM,RISK,,,,,,,
3006,12:08:18 AM,APPROVED,PLASTIC,35,5300,45,,,
3006,12:37:18 AM,DELIVERED,,,,,,11560,4
3006,12:38:21 AM,,,,,,124.7926257,,
3006,12:03:18 AM,,,,,,468.2215331,,
3007,12:29:41 AM,RESPONSE,,,,,,,
3007,12:59:21 AM,RISK,,,,,,,
3007,12:41:07 AM,REJECTED,INCOME,,,,,,
3008,12:00:00 AM,,,,,,,,
3009,12:00:00 AM,,,,,,,,
3011,12:47:02 AM,RESPONSE,,,,,,,
3011,12:22:01 AM,RISK,,,,,,,
3011,12:59:23 AM,APPROVED,PLASTIC,32,7900,48,,,
3011,12:50:54 AM,DELIVERED,,,,,,53100,2
3011,12:01:48 AM,,,,,,211.7029321,,
3011,12:29:35 AM,,,,,,101.687945,,
3012,12:39:47 AM,RESPONSE,,,,,,,
3012,12:09:40 AM,RISK,,,,,,,
3012,12:37:43 AM,REJECTED,MOP,,,,,,
3013,12:28:44 AM,RESPONSE,,,,,,,
3013,12:58:31 AM,RISK,,,,,,,
3013,12:07:49 AM,REJECTED,INCOME,,,,,,
3017,12:24:46 AM,RESPONSE,,,,,,,
3017,12:17:55 AM,RISK,,,,,,,
3017,12:53:36 AM,APPROVED,DIGITAL,32,9600,35,,,
3017,12:25:45 AM,,,,,,11.78553044,,
3018,12:11:04 AM,RESPONSE,,,,,,,
3018,12:05:41 AM,RISK,,,,,,,
3018,12:23:10 AM,APPROVED,DIGITAL,34,25200,36,,,
3018,12:32:35 AM,,,,,,7303.298604,,
3018,12:32:45 AM,,,,,,78.59884069,,
3018,12:29:30 AM,,,,,,186.927124,,
3018,12:59:12 AM,,,,,,650.7591165,,
3018,12:02:43 AM,,,,,,60.78075574,,
3019,12:35:18 AM,RESPONSE,,,,,,,
3019,12:33:24 AM,RISK,,,,,,,
3019,12:37:33 AM,APPROVED,PLASTIC,47,1800,43,,,
3019,12:29:37 AM,DELIVERED,,,,,,11560,4
3019,12:08:10 AM,,,,,,173.1114296,,
3020,12:21:34 AM,RESPONSE,,,,,,,
3020,12:56:57 AM,RISK,,,,,,,
3020,12:14:54 AM,APPROVED,PLASTIC,35,2300,42,,,
3020,12:05:41 AM,DELIVERED,,,,,,11560,1
3020,12:24:46 AM,,,,,,147.179161,,
3020,12:59:03 AM,,,,,,557.7888345,,
3021,12:00:00 AM,,,,,,,,
3025,12:10:14 AM,RESPONSE,,,,,,,
3025,12:49:05 AM,RISK,,,,,,,
3025,12:53:08 AM,APPROVED,PLASTIC,31,0,36,,,
3025,12:50:22 AM,DELIVERED,,,,,,53100,0
3026,12:22:44 AM,RESPONSE,,,,,,,
3026,12:16:34 AM,RISK,,,,,,,
3026,12:51:44 AM,REJECTED,INCOME,,,,,,
3027,12:48:24 AM,RESPONSE,,,,,,,
3027,12:19:48 AM,RISK,,,,,,,
3027,12:18:55 AM,APPROVED,DIGITAL,45,16700,44,,,
3028,12:47:12 AM,RESPONSE,,,,,,,
3028,12:03:36 AM,RISK,,,,,,,
3028,12:33:08 AM,APPROVED,PLASTIC,43,1000,42,,,
3028,12:24:05 AM,DELIVERED,,,,,,44100,1
3028,12:42:27 AM,,,,,,31.51852123,,
3028,12:49:34 AM,,,,,,146.3573771,,
3032,12:03:15 AM,RESPONSE,,,,,,,
3032,12:40:24 AM,RISK,,,,,,,
3032,12:01:42 AM,REJECTED,EMPTY,,,,,,
3034,12:45:43 AM,RESPONSE,,,,,,,
3034,12:05:20 AM,RISK,,,,,,,
3034,12:59:34 AM,APPROVED,PLASTIC,45,3900,42,,,
3034,12:01:04 AM,DELIVERED,,,,,,53100,3
3034,12:53:48 AM,,,,,,603.2788355,,
3034,12:30:09 AM,,,,,,953.3704383,,
3034,12:15:59 AM,,,,,,3419.08636,,
3036,12:00:00 AM,,,,,,,,
3037,12:38:55 AM,RESPONSE,,,,,,,
3037,12:33:01 AM,RISK,,,,,,,
3037,12:26:14 AM,REJECTED,USAGE,,,,,,
3038,12:41:22 AM,RESPONSE,,,,,,,
3038,12:46:02 AM,RISK,,,,,,,
3038,12:27:29 AM,REJECTED,USAGE,,,,,,
3040,12:00:00 AM,,,,,,,,
3041,12:00:00 AM,,,,,,,,
3042,12:44:46 AM,RESPONSE,,,,,,,
3042,12:50:04 AM,RISK,,,,,,,
3042,12:22:56 AM,APPROVED,PLASTIC,49,11300,48,,,
3042,12:46:01 AM,DELIVERED,,,,,,53100,3
3042,12:57:17 AM,,,,,,635.9659126,,
3042,12:52:16 AM,,,,,,18826.59454,,
3042,12:11:23 AM,,,,,,10767.29542,,
3044,12:26:41 AM,RESPONSE,,,,,,,
3044,12:54:30 AM,RISK,,,,,,,
3044,12:48:15 AM,APPROVED,PLASTIC,46,2900,39,,,
3044,12:06:56 AM,DELIVERED,,,,,,64000,3
3044,12:04:31 AM,,,,,,4709.184392,,
3044,12:46:53 AM,,,,,,338.5373531,,
3045,12:24:05 AM,RESPONSE,,,,,,,
